Date,Month,Year,Holidays_Count,Days,PM2.5,PM10,NO2,SO2,CO,Ozone,AQI,DateTime,Season,IsWeekend,DayName,AvgPollution,MaxPollution,MinPollution,StdPollution,AQI_Category
14,6,2021,0,1,44.43,100.54,66.48,8.66,0.71,34.16,88,2021-06-14,Monsoon,0,Monday,42.49666666666666,100.54,0.71,37.171258072153904,Satisfactory
15,6,2021,0,2,36.99,119.58,65.44,9.02,0.51,29.73,97,2021-06-15,Monsoon,0,Tuesday,43.544999999999995,119.58,0.51,43.67727406787195,Satisfactory
16,6,2021,0,3,41.19,92.69,51.18,8.11,0.78,39.87,123,2021-06-16,Monsoon,0,Wednesday,38.970000000000006,92.69,0.78,33.01962022797961,Moderately Polluted
17,6,2021,0,4,49.51,84.06,43.13,7.09,0.95,48.44,85,2021-06-17,Monsoon,0,Thursday,38.86333333333333,84.06,0.95,30.70170266722461,Satisfactory
18,6,2021,0,5,35.59,58.46,43.56,7.31,0.63,50.58,70,2021-06-18,Monsoon,0,Friday,32.68833333333333,58.46,0.63,23.591099522206818,Satisfactory
19,6,2021,0,6,37.02,58.77,48.51,7.89,0.52,27.99,63,2021-06-19,Monsoon,1,Saturday,30.11666666666667,58.77,0.52,22.722210866609498,Satisfactory
20,6,2021,1,7,27.82,34.46,44.46,8.03,0.42,30.84,54,2021-06-20,Monsoon,1,Sunday,24.338333333333335,44.46,0.42,16.731836021987146,Satisfactory
21,6,2021,0,1,31.18,67.07,44.71,7.21,0.74,44.43,55,2021-06-21,Monsoon,0,Monday,32.55666666666667,67.07,0.74,25.045952700319997,Satisfactory
22,6,2021,0,2,51.51,159.71,38.19,8.02,0.67,38.95,108,2021-06-22,Monsoon,0,Tuesday,49.50833333333333,159.71,0.67,57.43598468440032,Moderately Polluted
23,6,2021,0,3,95.84,285.92,50.92,8.78,0.8,33.85,236,2021-06-23,Monsoon,0,Wednesday,79.35166666666667,285.92,0.8,106.74439309240869,Poor
24,6,2021,0,4,56.41,152.56,42.0,8.26,0.84,55.86,129,2021-06-24,Monsoon,0,Thursday,52.655,152.56,0.84,54.3592132945281,Moderately Polluted
25,6,2021,0,5,65.38,226.41,41.52,8.51,0.61,39.63,182,2021-06-25,Monsoon,0,Friday,63.676666666666655,226.41,0.61,83.15643659192395,Moderately Polluted
26,6,2021,0,6,46.95,158.6,48.7,10.45,0.84,26.44,138,2021-06-26,Monsoon,1,Saturday,48.66333333333333,158.6,0.84,57.14930294121413,Moderately Polluted
27,6,2021,1,7,72.04,166.74,47.39,9.44,1.02,54.78,150,2021-06-27,Monsoon,1,Sunday,58.56833333333333,166.74,1.02,59.57735422680892,Moderately Polluted
28,6,2021,0,1,63.33,149.28,41.92,9.49,0.89,54.9,136,2021-06-28,Monsoon,0,Monday,53.30166666666667,149.28,0.89,53.12428801091518,Moderately Polluted
29,6,2021,0,2,77.96,237.98,47.58,9.92,0.92,40.47,196,2021-06-29,Monsoon,0,Tuesday,69.13833333333334,237.98,0.92,87.21527077677776,Moderately Polluted
30,6,2021,0,3,87.86,415.77,44.54,7.87,0.56,21.44,215,2021-06-30,Monsoon,0,Wednesday,96.33999999999999,415.77,0.56,159.62545824523104,Poor
1,7,2021,0,4,56.77,289.39,34.89,7.66,0.47,21.55,302,2021-07-01,Monsoon,0,Thursday,68.455,289.39,0.47,110.08496168868844,Very Poor
2,7,2021,0,5,64.92,291.96,35.87,7.4,0.62,31.75,280,2021-07-02,Monsoon,0,Friday,72.08666666666666,291.96,0.62,110.11465545814809,Poor
3,7,2021,0,6,39.55,136.24,36.65,6.61,0.59,46.81,140,2021-07-03,Monsoon,1,Saturday,44.40833333333334,136.24,0.59,48.72653996198239,Moderately Polluted
4,7,2021,1,7,67.12,164.01,51.56,7.19,0.92,47.31,126,2021-07-04,Monsoon,1,Sunday,56.35166666666667,164.01,0.92,58.82265666107462,Moderately Polluted
5,7,2021,0,1,66.23,223.87,33.63,7.18,0.49,38.63,151,2021-07-05,Monsoon,0,Monday,61.671666666666674,223.87,0.49,82.89616309978808,Moderately Polluted
6,7,2021,0,2,51.65,250.51,30.24,7.64,0.46,49.21,239,2021-07-06,Monsoon,0,Tuesday,64.95166666666665,250.51,0.46,93.27950630586905,Poor
7,7,2021,0,3,66.85,223.86,36.65,8.32,0.57,43.92,179,2021-07-07,Monsoon,0,Wednesday,63.36166666666667,223.86,0.57,82.26269322522008,Moderately Polluted
8,7,2021,0,4,53.3,238.31,31.66,9.54,0.33,25.64,196,2021-07-08,Monsoon,0,Thursday,59.796666666666674,238.31,0.33,89.36395664173934,Moderately Polluted
9,7,2021,0,5,40.09,95.93,36.45,7.87,0.72,33.01,133,2021-07-09,Monsoon,0,Friday,35.678333333333335,95.93,0.72,33.623890564101394,Moderately Polluted
10,7,2021,0,6,31.78,72.43,32.48,7.86,0.71,16.44,82,2021-07-10,Monsoon,1,Saturday,26.950000000000003,72.43,0.71,25.63499951238541,Satisfactory
11,7,2021,1,7,38.91,88.44,29.15,7.62,0.67,23.58,79,2021-07-11,Monsoon,1,Sunday,31.395,88.44,0.67,31.26019113825122,Satisfactory
12,7,2021,0,1,34.46,72.26,33.47,7.23,0.61,31.73,77,2021-07-12,Monsoon,0,Monday,29.959999999999997,72.26,0.61,25.310347291177184,Satisfactory
13,7,2021,0,2,29.09,44.2,33.56,7.46,0.56,21.52,59,2021-07-13,Monsoon,0,Tuesday,22.73166666666667,44.2,0.56,16.400276115561795,Satisfactory
14,7,2021,0,3,40.07,103.57,36.41,7.42,0.74,25.88,75,2021-07-14,Monsoon,0,Wednesday,35.681666666666665,103.57,0.74,36.72690644019268,Satisfactory
15,7,2021,0,4,38.79,53.48,31.25,7.92,0.63,25.04,65,2021-07-15,Monsoon,0,Thursday,26.185,53.48,0.63,19.583342666664443,Satisfactory
16,7,2021,0,5,44.13,83.13,35.36,8.81,0.66,19.68,70,2021-07-16,Monsoon,0,Friday,31.96166666666667,83.13,0.66,29.814253917659357,Satisfactory
17,7,2021,0,6,54.56,117.34,42.77,9.35,0.72,15.47,92,2021-07-17,Monsoon,1,Saturday,40.035000000000004,117.34,0.72,43.09337895779351,Satisfactory
18,7,2021,1,7,34.43,71.7,41.59,8.63,0.71,16.82,92,2021-07-18,Monsoon,1,Sunday,28.98,71.7,0.71,25.980354116139374,Satisfactory
19,7,2021,0,1,38.03,15.72,28.7,8.94,0.41,22.44,41,2021-07-19,Monsoon,0,Monday,19.04,38.03,0.41,13.605917830120834,Good
20,7,2021,0,2,40.13,64.37,7.66,2.88,0.56,14.86,77,2021-07-20,Monsoon,0,Tuesday,21.74333333333333,64.37,0.56,25.319485513467033,Satisfactory
21,7,2021,1,3,40.55,75.73,41.05,8.58,1.27,40.19,65,2021-07-21,Monsoon,0,Wednesday,34.56166666666667,75.73,1.27,26.7874988878519,Satisfactory
22,7,2021,0,4,29.84,43.57,23.74,7.65,0.56,58.83,58,2021-07-22,Monsoon,0,Thursday,27.365,58.83,0.56,21.813315887319835,Satisfactory
23,7,2021,0,5,36.58,72.89,31.29,7.12,0.76,81.23,75,2021-07-23,Monsoon,0,Friday,38.31166666666667,81.23,0.76,33.084723614784316,Satisfactory
24,7,2021,0,6,49.88,90.47,26.76,6.55,0.94,79.73,94,2021-07-24,Monsoon,1,Saturday,42.38833333333333,90.47,0.94,37.44053173589642,Satisfactory
25,7,2021,1,7,59.63,78.24,33.41,5.91,0.64,115.87,213,2021-07-25,Monsoon,1,Sunday,48.949999999999996,115.87,0.64,44.44781704425989,Poor
26,7,2021,0,1,47.02,79.43,26.14,5.57,0.69,106.1,130,2021-07-26,Monsoon,0,Monday,44.15833333333334,106.1,0.69,41.93391344325815,Moderately Polluted
27,7,2021,0,2,42.01,54.57,21.44,7.0,0.68,29.48,90,2021-07-27,Monsoon,0,Tuesday,25.863333333333333,54.57,0.68,20.53026708707577,Satisfactory
28,7,2021,0,3,24.57,32.89,16.14,6.06,0.58,23.33,34,2021-07-28,Monsoon,0,Wednesday,17.261666666666667,32.89,0.58,12.16137067384539,Good
29,7,2021,0,4,31.12,60.07,18.29,6.78,0.65,22.73,49,2021-07-29,Monsoon,0,Thursday,23.27333333333333,60.07,0.65,21.09283733087293,Good
30,7,2021,0,5,29.74,40.97,56.05,7.3,0.8,29.3,53,2021-07-30,Monsoon,0,Friday,27.360000000000003,56.05,0.8,20.618503340446413,Satisfactory
31,7,2021,0,6,37.02,80.5,20.07,6.39,0.81,28.98,55,2021-07-31,Monsoon,1,Saturday,28.961666666666662,80.5,0.81,28.64330666432678,Satisfactory
1,8,2021,1,7,45.89,59.77,19.15,9.89,0.88,18.48,99,2021-08-01,Monsoon,1,Sunday,25.676666666666662,59.77,0.88,22.491852450757957,Satisfactory
2,8,2021,0,1,44.42,56.22,21.79,12.87,0.98,17.44,76,2021-08-02,Monsoon,0,Monday,25.62,56.22,0.98,20.693348689856847,Satisfactory
3,8,2021,0,2,33.9,53.49,23.08,13.88,0.54,13.18,54,2021-08-03,Monsoon,0,Tuesday,23.011666666666667,53.49,0.54,18.614586126655265,Satisfactory
4,8,2021,0,3,35.7,69.66,23.56,12.16,0.5,19.4,59,2021-08-04,Monsoon,0,Wednesday,26.83,69.66,0.5,24.03106905653596,Satisfactory
5,8,2021,0,4,48.55,86.49,24.25,12.05,0.54,21.78,93,2021-08-05,Monsoon,0,Thursday,32.276666666666664,86.49,0.54,30.96723537332105,Satisfactory
6,8,2021,0,5,49.27,96.53,6.8,3.61,1.16,16.85,104,2021-08-06,Monsoon,0,Friday,29.036666666666672,96.53,1.16,37.500255821349626,Moderately Polluted
7,8,2021,0,6,57.15,98.51,24.04,8.28,0.81,15.96,106,2021-08-07,Monsoon,1,Saturday,34.125,98.51,0.81,37.10823776467969,Moderately Polluted
8,8,2021,1,7,49.75,64.09,28.19,7.55,0.89,13.84,88,2021-08-08,Monsoon,1,Sunday,27.385,64.09,0.89,25.007908948970524,Satisfactory
9,8,2021,0,1,58.02,88.0,30.15,7.7,1.19,14.77,97,2021-08-09,Monsoon,0,Monday,33.305,88.0,1.19,33.594236856937236,Satisfactory
10,8,2021,0,2,46.72,149.79,29.09,7.71,0.58,14.54,101,2021-08-10,Monsoon,0,Tuesday,41.405,149.79,0.58,55.58952878015787,Moderately Polluted
11,8,2021,0,3,53.16,164.97,44.66,8.15,0.48,15.95,146,2021-08-11,Monsoon,0,Wednesday,47.89499999999999,164.97,0.48,60.980441700597744,Moderately Polluted
12,8,2021,0,4,40.67,151.31,26.57,8.24,0.41,39.92,151,2021-08-12,Monsoon,0,Thursday,44.52,151.31,0.41,54.81645665308913,Moderately Polluted
13,8,2021,0,5,41.29,167.99,22.04,7.46,0.47,66.02,139,2021-08-13,Monsoon,0,Friday,50.87833333333333,167.99,0.47,62.11948145844962,Moderately Polluted
14,8,2021,0,6,42.79,190.31,23.75,7.37,0.43,68.92,166,2021-08-14,Monsoon,1,Saturday,55.595000000000006,190.31,0.43,70.53025840020722,Moderately Polluted
15,8,2021,1,7,37.18,123.48,20.61,8.16,0.43,68.21,119,2021-08-15,Monsoon,1,Sunday,43.01166666666666,123.48,0.43,46.20343858055011,Moderately Polluted
16,8,2021,0,1,40.98,134.95,20.99,7.28,0.48,57.5,115,2021-08-16,Monsoon,0,Monday,43.69666666666666,134.95,0.48,49.46621015063379,Moderately Polluted
17,8,2021,0,2,55.64,159.26,18.93,7.48,0.63,53.16,144,2021-08-17,Monsoon,0,Tuesday,49.18333333333333,159.26,0.63,58.6280365240613,Moderately Polluted
18,8,2021,0,3,66.42,167.05,21.59,7.54,0.75,57.0,146,2021-08-18,Monsoon,0,Wednesday,53.39166666666667,167.05,0.75,61.6211663040117,Moderately Polluted
19,8,2021,0,4,84.47,181.2,30.64,7.75,1.02,64.39,163,2021-08-19,Monsoon,0,Thursday,61.57833333333332,181.2,1.02,66.87788675389396,Moderately Polluted
20,8,2021,1,5,45.09,66.46,24.28,9.13,0.68,56.36,107,2021-08-20,Monsoon,0,Friday,33.666666666666664,66.46,0.68,26.45433927858843,Moderately Polluted
21,8,2021,0,6,28.0,24.6,24.01,7.63,0.57,45.26,49,2021-08-21,Monsoon,1,Saturday,21.67833333333333,45.26,0.57,15.83002642659407,Good
22,8,2021,1,7,38.59,46.83,46.07,7.44,0.94,39.06,53,2021-08-22,Monsoon,1,Sunday,29.82166666666667,46.83,0.94,20.25147838224821,Satisfactory
23,8,2021,0,1,41.84,71.74,30.66,6.6,0.78,41.03,73,2021-08-23,Monsoon,0,Monday,32.108333333333334,71.74,0.78,25.996952449598137,Satisfactory
24,8,2021,0,2,51.28,93.19,29.03,7.41,1.07,39.93,86,2021-08-24,Monsoon,0,Tuesday,36.985,93.19,1.07,33.46601843661717,Satisfactory
25,8,2021,0,3,45.47,141.03,32.64,7.61,0.65,44.65,108,2021-08-25,Monsoon,0,Wednesday,45.34166666666667,141.03,0.65,50.47595087431902,Moderately Polluted
26,8,2021,0,4,45.32,158.52,27.0,6.86,0.52,47.87,125,2021-08-26,Monsoon,0,Thursday,47.68166666666667,158.52,0.52,57.635252551426085,Moderately Polluted
27,8,2021,0,5,46.5,158.08,29.94,6.88,0.47,41.37,146,2021-08-27,Monsoon,0,Friday,47.20666666666667,158.08,0.47,57.334380494313066,Moderately Polluted
28,8,2021,0,6,47.74,123.63,38.53,6.91,0.77,31.44,131,2021-08-28,Monsoon,1,Saturday,41.50333333333334,123.63,0.77,44.15812480922018,Moderately Polluted
29,8,2021,1,7,58.68,116.87,25.47,7.14,0.79,34.54,111,2021-08-29,Monsoon,1,Sunday,40.58166666666666,116.87,0.79,42.69436844206349,Moderately Polluted
30,8,2021,1,1,25.59,46.3,25.33,7.63,0.42,32.27,67,2021-08-30,Monsoon,0,Monday,22.923333333333332,46.3,0.42,16.655437150272178,Satisfactory
31,8,2021,0,2,29.47,39.15,27.81,7.24,0.62,33.01,45,2021-08-31,Monsoon,0,Tuesday,22.883333333333336,39.15,0.62,15.33088342746975,Good
1,9,2021,0,3,31.18,28.48,23.23,7.11,0.53,33.35,53,2021-09-01,Monsoon,0,Wednesday,20.646666666666665,33.35,0.53,13.625579865336618,Satisfactory
2,9,2021,0,4,42.23,53.21,22.78,7.46,0.93,34.63,37,2021-09-02,Monsoon,0,Thursday,26.873333333333335,53.21,0.93,20.279558838068116,Good
3,9,2021,0,5,37.07,45.6,27.61,8.53,0.56,33.25,53,2021-09-03,Monsoon,0,Friday,25.436666666666667,45.6,0.56,17.391664286854972,Satisfactory
4,9,2021,0,6,40.13,50.65,32.74,8.71,1.3,29.96,46,2021-09-04,Monsoon,1,Saturday,27.24833333333334,50.65,1.3,18.804641359692738,Good
5,9,2021,1,7,48.88,78.56,31.81,9.96,1.68,39.8,86,2021-09-05,Monsoon,1,Sunday,35.115,78.56,1.68,27.786646972961673,Satisfactory
6,9,2021,0,1,66.59,94.23,33.14,8.55,1.56,45.01,126,2021-09-06,Monsoon,0,Monday,41.51333333333333,94.23,1.56,35.1370907541684,Moderately Polluted
7,9,2021,0,2,45.95,70.27,25.04,8.55,0.58,40.35,94,2021-09-07,Monsoon,0,Tuesday,31.790000000000003,70.27,0.58,25.7457328503191,Satisfactory
8,9,2021,0,3,36.32,73.63,26.7,8.7,0.66,39.22,61,2021-09-08,Monsoon,0,Wednesday,30.87166666666666,73.63,0.66,25.881980153509634,Satisfactory
9,9,2021,0,4,41.9,80.16,34.95,8.88,0.71,44.57,84,2021-09-09,Monsoon,0,Thursday,35.195,80.16,0.71,28.41286099638683,Satisfactory
10,9,2021,0,5,41.77,72.74,30.49,8.89,0.58,38.25,77,2021-09-10,Monsoon,0,Friday,32.12,72.74,0.58,25.75944564620908,Satisfactory
11,9,2021,0,6,31.73,31.49,29.61,8.78,0.44,35.2,49,2021-09-11,Monsoon,1,Saturday,22.875,35.2,0.44,14.504436217930017,Good
12,9,2021,1,7,37.69,53.58,25.28,8.83,0.56,34.77,37,2021-09-12,Monsoon,1,Sunday,26.785,53.58,0.56,19.5604138504276,Good
13,9,2021,0,1,35.27,51.81,24.77,8.89,0.65,35.23,67,2021-09-13,Monsoon,0,Monday,26.103333333333335,51.81,0.65,18.836694685285597,Satisfactory
14,9,2021,0,2,34.25,67.3,22.61,7.69,0.48,33.55,44,2021-09-14,Monsoon,0,Tuesday,27.646666666666665,67.3,0.48,23.717101565466777,Good
15,9,2021,0,3,35.11,79.59,40.22,3.59,0.89,26.56,71,2021-09-15,Monsoon,0,Wednesday,30.993333333333336,79.59,0.89,28.776803621435555,Satisfactory
16,9,2021,0,4,41.28,75.33,39.2,3.85,1.22,22.11,95,2021-09-16,Monsoon,0,Thursday,30.498333333333335,75.33,1.22,27.711226184827453,Satisfactory
17,9,2021,0,5,23.99,44.07,26.73,3.76,0.35,10.26,37,2021-09-17,Monsoon,0,Friday,18.193333333333335,44.07,0.35,16.527076773182444,Good
18,9,2021,0,6,31.95,64.68,4.46,1.92,1.1,13.02,60,2021-09-18,Monsoon,1,Saturday,19.521666666666665,64.68,1.1,24.948108077901754,Satisfactory
19,9,2021,1,7,40.98,94.91,7.13,2.2,1.12,15.55,89,2021-09-19,Monsoon,1,Sunday,26.981666666666666,94.91,1.12,36.381149743605775,Satisfactory
20,9,2021,0,1,40.95,98.19,8.41,2.46,0.97,17.79,91,2021-09-20,Monsoon,0,Monday,28.12833333333333,98.19,0.97,37.3233559137796,Satisfactory
21,9,2021,0,2,33.1,70.33,8.45,1.93,1.02,13.28,89,2021-09-21,Monsoon,0,Tuesday,21.35166666666667,70.33,1.02,26.679891616471505,Satisfactory
22,9,2021,0,3,31.75,57.01,5.94,2.15,1.0,12.7,54,2021-09-22,Monsoon,0,Wednesday,18.425,57.01,1.0,22.015971248164362,Satisfactory
23,9,2021,0,4,33.85,68.68,32.63,8.31,0.34,10.3,61,2021-09-23,Monsoon,0,Thursday,25.685000000000002,68.68,0.34,25.07759218904399,Satisfactory
24,9,2021,0,5,31.2,45.57,28.98,8.13,0.41,11.16,55,2021-09-24,Monsoon,0,Friday,20.90833333333333,45.57,0.41,17.07492596372431,Satisfactory
25,9,2021,0,6,29.94,52.34,25.04,8.12,0.36,11.41,50,2021-09-25,Monsoon,1,Saturday,21.201666666666664,52.34,0.36,18.772686985795794,Good
26,9,2021,1,7,39.82,60.03,28.45,8.19,0.53,13.06,55,2021-09-26,Monsoon,1,Sunday,25.013333333333332,60.03,0.53,22.28252828264034,Satisfactory
27,9,2021,0,1,57.51,110.73,32.18,8.25,0.7,12.82,102,2021-09-27,Monsoon,0,Monday,37.031666666666666,110.73,0.7,41.494395485012994,Moderately Polluted
28,9,2021,0,2,48.43,99.35,32.47,8.2,0.57,12.13,103,2021-09-28,Monsoon,0,Tuesday,33.525,99.35,0.57,36.718759102126526,Moderately Polluted
29,9,2021,0,3,44.98,95.02,29.83,8.09,0.72,12.02,86,2021-09-29,Monsoon,0,Wednesday,31.776666666666667,95.02,0.72,34.91056382624988,Satisfactory
30,9,2021,0,4,34.88,80.39,32.85,7.29,0.88,12.77,82,2021-09-30,Monsoon,0,Thursday,28.176666666666666,80.39,0.88,29.023208414416672,Satisfactory
1,10,2021,0,5,56.87,137.83,38.56,9.12,1.24,14.74,108,2021-10-01,Autumn,0,Friday,43.06,137.83,1.24,50.78420502479093,Moderately Polluted
2,10,2021,1,6,66.65,107.55,28.64,8.2,0.74,14.66,130,2021-10-02,Autumn,1,Saturday,37.739999999999995,107.55,0.74,41.391622823948325,Moderately Polluted
3,10,2021,1,7,46.59,106.1,23.52,8.64,0.64,14.95,91,2021-10-03,Autumn,1,Sunday,33.406666666666666,106.1,0.64,38.94498153378259,Satisfactory
4,10,2021,0,1,37.73,105.88,20.43,8.79,0.61,15.15,94,2021-10-04,Autumn,0,Monday,31.43166666666667,105.88,0.61,38.55119423139401,Satisfactory
5,10,2021,0,2,41.88,96.77,33.02,9.17,0.79,22.7,105,2021-10-05,Autumn,0,Tuesday,34.055,96.77,0.79,34.20594261235904,Moderately Polluted
6,10,2021,0,3,45.09,92.96,28.48,9.52,0.69,20.95,85,2021-10-06,Autumn,0,Wednesday,32.94833333333333,92.96,0.69,33.17298021985162,Satisfactory
7,10,2021,0,4,64.65,117.52,44.95,9.55,0.87,33.12,105,2021-10-07,Autumn,0,Thursday,45.11000000000001,117.52,0.87,42.404001226299386,Moderately Polluted
8,10,2021,0,5,68.31,179.04,40.87,7.71,1.13,38.89,138,2021-10-08,Autumn,0,Friday,55.99166666666665,179.04,1.13,65.04565670870474,Moderately Polluted
9,10,2021,0,6,79.29,214.39,52.39,7.74,1.22,37.67,181,2021-10-09,Autumn,1,Saturday,65.45,214.39,1.22,78.45112899123887,Moderately Polluted
10,10,2021,1,7,77.59,186.18,44.57,7.74,1.39,37.77,181,2021-10-10,Autumn,1,Sunday,59.206666666666656,186.18,1.39,68.00811971130115,Moderately Polluted
11,10,2021,0,1,79.17,207.03,46.88,8.22,1.78,36.23,168,2021-10-11,Autumn,0,Monday,63.218333333333334,207.03,1.78,75.80375700891524,Moderately Polluted
12,10,2021,0,2,79.44,199.22,44.2,7.93,1.48,38.5,181,2021-10-12,Autumn,0,Tuesday,61.794999999999995,199.22,1.48,72.92263729460146,Moderately Polluted
13,10,2021,0,3,75.56,181.8,31.41,7.78,0.96,57.19,146,2021-10-13,Autumn,0,Wednesday,59.11666666666667,181.8,0.96,66.49903177240002,Moderately Polluted
14,10,2021,0,4,76.6,182.05,42.55,7.8,0.99,61.36,171,2021-10-14,Autumn,0,Thursday,61.89166666666667,182.05,0.99,65.82349775472788,Moderately Polluted
15,10,2021,1,5,99.7,194.26,49.88,8.0,1.37,55.28,199,2021-10-15,Autumn,0,Friday,68.08166666666666,194.26,1.37,71.38084796825173,Moderately Polluted
16,10,2021,0,6,145.48,248.36,50.86,8.14,1.85,50.33,273,2021-10-16,Autumn,1,Saturday,84.17,248.36,1.85,95.42443837927473,Poor
17,10,2021,1,7,224.0,260.6,48.41,8.07,1.9,34.06,327,2021-10-17,Autumn,1,Sunday,96.17333333333333,260.6,1.9,115.03464376728719,Very Poor
18,10,2021,0,1,27.65,22.37,24.42,7.84,0.51,27.19,32,2021-10-18,Autumn,0,Monday,18.330000000000002,27.65,0.51,11.369821458580605,Good
19,10,2021,1,2,48.43,81.37,27.97,7.93,0.81,35.42,49,2021-10-19,Autumn,0,Tuesday,33.655,81.37,0.81,29.226788910176225,Good
20,10,2021,0,3,116.65,183.52,54.74,6.9,1.63,37.59,234,2021-10-20,Autumn,0,Wednesday,66.83833333333332,183.52,1.63,70.6291422620059,Poor
21,10,2021,0,4,82.51,208.51,58.77,5.82,1.39,35.41,193,2021-10-21,Autumn,0,Thursday,65.40166666666666,208.51,1.39,76.63372323374786,Moderately Polluted
22,10,2021,0,5,77.12,160.18,46.57,5.88,0.93,29.88,165,2021-10-22,Autumn,0,Friday,53.42666666666667,160.18,0.93,59.288604526221285,Moderately Polluted
23,10,2021,0,6,155.65,150.32,73.91,5.31,2.39,26.86,151,2021-10-23,Autumn,1,Saturday,69.07333333333334,155.65,2.39,69.87750501174656,Moderately Polluted
24,10,2021,1,7,85.65,173.32,10.92,3.71,0.82,32.16,187,2021-10-24,Autumn,1,Sunday,51.09666666666667,173.32,0.82,67.64388713451251,Moderately Polluted
25,10,2021,0,1,58.93,107.75,10.15,3.4,0.63,22.01,84,2021-10-25,Autumn,0,Monday,33.81166666666667,107.75,0.63,42.006794886859275,Satisfactory
26,10,2021,0,2,63.12,127.72,44.68,4.75,1.25,39.95,98,2021-10-26,Autumn,0,Tuesday,46.91166666666667,127.72,1.25,46.27901443058902,Satisfactory
27,10,2021,0,3,94.53,193.14,55.06,4.99,1.6,45.57,162,2021-10-27,Autumn,0,Wednesday,65.815,193.14,1.6,71.25304730325574,Moderately Polluted
28,10,2021,0,4,166.48,216.63,62.98,5.41,2.07,42.99,168,2021-10-28,Autumn,0,Thursday,82.76,216.63,2.07,88.76600159971159,Moderately Polluted
29,10,2021,0,5,164.44,230.99,67.24,5.71,1.88,31.06,198,2021-10-29,Autumn,0,Friday,83.55333333333333,230.99,1.88,93.8424385161994,Moderately Polluted
30,10,2021,0,6,122.44,198.8,63.88,5.51,1.42,42.39,259,2021-10-30,Autumn,1,Saturday,72.40666666666667,198.8,1.42,76.1138414919827,Poor
31,10,2021,1,7,142.65,245.63,56.07,5.8,1.64,40.01,293,2021-10-31,Autumn,1,Sunday,81.96666666666665,245.63,1.64,95.02935055374559,Poor
1,11,2021,0,1,151.11,255.77,97.32,7.55,4.7,28.41,277,2021-11-01,Autumn,0,Monday,90.81,255.77,4.7,99.12738410752097,Poor
2,11,2021,0,2,137.05,237.8,76.1,6.4,2.58,34.32,295,2021-11-02,Autumn,0,Tuesday,82.375,237.8,2.58,91.25172606586683,Poor
3,11,2021,0,3,172.52,277.81,95.15,7.33,3.39,31.81,309,2021-11-03,Autumn,0,Wednesday,98.00166666666667,277.81,3.39,109.0377971928389,Very Poor
4,11,2021,1,4,271.39,380.04,67.34,8.67,2.88,30.77,394,2021-11-04,Autumn,0,Thursday,126.84833333333334,380.04,2.88,159.4395606387156,Very Poor
5,11,2021,0,5,275.97,492.19,68.63,9.42,3.3,24.64,384,2021-11-05,Autumn,0,Friday,145.69166666666666,492.19,3.3,198.22759620362314,Very Poor
6,11,2021,0,6,248.18,348.85,58.21,8.49,2.47,35.37,402,2021-11-06,Autumn,1,Saturday,116.92833333333334,348.85,2.47,145.58423409375987,Severe
7,11,2021,1,7,235.88,356.91,73.39,8.55,2.52,36.57,403,2021-11-07,Autumn,1,Sunday,118.96999999999998,356.91,2.52,144.84741419852827,Severe
8,11,2021,0,1,209.2,338.15,81.6,8.44,2.45,37.4,287,2021-11-08,Autumn,0,Monday,112.87333333333333,338.15,2.45,134.0166275753373,Poor
9,11,2021,0,2,300.38,466.43,21.57,8.43,1.93,13.94,431,2021-11-09,Autumn,0,Tuesday,135.44666666666666,466.43,1.93,199.22081745306303,Severe
10,11,2021,0,3,252.45,317.7,121.53,8.75,3.07,28.78,255,2021-11-10,Autumn,0,Wednesday,122.04666666666667,317.7,3.07,134.88941851259742,Poor
11,11,2021,0,4,369.13,434.16,150.17,7.75,3.93,20.39,425,2021-11-11,Autumn,0,Thursday,164.25499999999997,434.16,3.93,192.82941723191513,Severe
12,11,2021,0,5,387.18,451.81,101.76,7.96,4.02,23.8,489,2021-11-12,Autumn,0,Friday,162.755,451.81,4.02,203.03031692335998,Severe
13,11,2021,0,6,285.55,348.41,22.52,7.85,3.01,29.3,415,2021-11-13,Autumn,1,Saturday,116.10666666666667,348.41,3.01,157.14967727191382,Severe
14,11,2021,1,7,222.71,287.86,13.21,8.04,2.34,26.54,359,2021-11-14,Autumn,1,Sunday,93.45,287.86,2.34,127.2907707573491,Very Poor
15,11,2021,0,1,224.86,283.28,12.06,7.76,2.16,26.84,374,2021-11-15,Autumn,0,Monday,92.82666666666665,283.28,2.16,126.52236966902993,Very Poor
16,11,2021,0,2,278.12,331.05,11.42,7.89,2.16,32.47,417,2021-11-16,Autumn,0,Tuesday,110.51833333333333,331.05,2.16,151.5985883069716,Severe
