Date,Month,Year,Holidays_Count,Days,PM2.5,PM10,NO2,SO2,CO,Ozone,AQI,DateTime,Season,IsWeekend,DayName,AvgPollution,MaxPollution,MinPollution,StdPollution,AQI_Category
24,1,2023,0,2,94.94,193.3,15.85,6.38,1.05,9.13,242,2023-01-24,Winter,0,Tuesday,53.44166666666667,193.3,1.05,76.96597882614543,Poor
25,1,2023,0,3,95.75,198.95,9.43,5.96,1.16,5.31,181,2023-01-25,Winter,0,Wednesday,52.76,198.95,1.16,80.25141444236357,Moderately Polluted
26,1,2023,1,4,80.56,204.28,4.31,5.5,0.84,9.49,174,2023-01-26,Winter,0,Thursday,50.830000000000005,204.28,0.84,81.06502377721233,Moderately Polluted
27,1,2023,0,5,60.43,151.75,5.85,6.42,0.68,19.37,143,2023-01-27,Winter,0,Friday,40.75,151.75,0.68,58.596195439635835,Moderately Polluted
28,1,2023,0,6,86.36,211.73,8.74,7.04,0.87,14.72,157,2023-01-28,Winter,1,Saturday,54.910000000000004,211.73,0.87,83.11483429568996,Moderately Polluted
29,1,2023,1,7,108.45,274.83,18.08,6.67,1.83,2.7,255,2023-01-29,Winter,1,Sunday,68.75999999999999,274.83,1.83,108.91034845229353,Poor
30,1,2023,0,1,44.16,115.07,8.34,7.91,1.14,11.57,110,2023-01-30,Winter,0,Monday,31.364999999999995,115.07,1.14,43.71708899274973,Moderately Polluted
31,1,2023,0,2,37.09,108.88,3.51,5.83,0.83,10.87,127,2023-01-31,Winter,0,Tuesday,27.835000000000004,108.88,0.83,41.825719240677735,Moderately Polluted
1,2,2023,0,3,39.98,128.57,5.42,6.4,0.69,14.93,101,2023-02-01,Winter,0,Wednesday,32.665,128.57,0.69,49.03131519753473,Moderately Polluted
2,2,2023,0,4,49.4,161.13,7.39,7.78,0.77,15.06,141,2023-02-02,Winter,0,Thursday,40.255,161.13,0.77,61.68141332686857,Moderately Polluted
3,2,2023,0,5,73.57,258.27,11.25,10.0,1.07,15.39,187,2023-02-03,Winter,0,Friday,61.59166666666666,258.27,1.07,99.81913331955283,Moderately Polluted
4,2,2023,0,6,71.81,248.88,11.06,11.84,1.07,16.33,225,2023-02-04,Winter,1,Saturday,60.16499999999999,248.88,1.07,95.8220122414469,Poor
5,2,2023,1,7,61.72,206.07,9.88,9.35,1.2,12.87,186,2023-02-05,Winter,1,Sunday,50.181666666666665,206.07,1.2,79.39410442008062,Moderately Polluted
6,2,2023,0,1,98.1,351.38,20.42,12.99,3.29,11.67,268,2023-02-06,Winter,0,Monday,82.97500000000001,351.38,3.29,136.02583589156876,Poor
7,2,2023,0,2,70.71,256.94,6.47,9.56,1.42,16.96,279,2023-02-07,Winter,0,Tuesday,60.343333333333334,256.94,1.42,99.59224159876445,Poor
8,2,2023,0,3,52.13,184.39,6.67,9.59,0.75,21.53,139,2023-02-08,Winter,0,Wednesday,45.84333333333333,184.39,0.75,70.29666013877662,Moderately Polluted
9,2,2023,0,4,70.49,246.89,21.41,11.38,1.11,14.31,216,2023-02-09,Winter,0,Thursday,60.93166666666667,246.89,1.11,94.27768016167276,Poor
10,2,2023,0,5,64.03,222.58,22.14,13.32,1.34,17.96,159,2023-02-10,Winter,0,Friday,56.89499999999999,222.58,1.34,83.9183059290403,Moderately Polluted
11,2,2023,0,6,85.2,298.69,17.53,13.3,1.34,22.29,278,2023-02-11,Winter,1,Saturday,73.05833333333332,298.69,1.34,114.39621172340745,Poor
12,2,2023,1,7,38.59,150.24,9.45,10.87,0.54,32.28,154,2023-02-12,Winter,1,Sunday,40.32833333333333,150.24,0.54,55.77230187706678,Moderately Polluted
13,2,2023,0,1,38.75,132.75,8.13,10.09,0.47,36.7,124,2023-02-13,Winter,0,Monday,37.815,132.75,0.47,49.11068223920332,Moderately Polluted
14,2,2023,0,2,44.47,147.27,11.56,12.14,0.62,34.0,118,2023-02-14,Winter,0,Tuesday,41.67666666666667,147.27,0.62,54.18812440624483,Moderately Polluted
15,2,2023,0,3,55.56,194.39,14.0,8.79,0.8,22.91,161,2023-02-15,Winter,0,Wednesday,49.40833333333334,194.39,0.8,73.52014347555823,Moderately Polluted
16,2,2023,0,4,90.02,316.72,18.8,8.0,1.29,21.45,217,2023-02-16,Winter,0,Thursday,76.04666666666667,316.72,1.29,122.14400708453391,Poor
17,2,2023,0,5,122.48,417.41,29.25,9.77,2.15,35.05,342,2023-02-17,Winter,0,Friday,102.68499999999999,417.41,2.15,160.09456177522082,Very Poor
18,2,2023,1,6,97.82,344.78,18.72,7.66,1.55,14.02,326,2023-02-18,Winter,1,Saturday,80.75833333333333,344.78,1.55,134.1034132923792,Very Poor
19,2,2023,1,7,96.35,355.97,21.55,8.82,1.65,21.78,257,2023-02-19,Winter,1,Sunday,84.35333333333334,355.97,1.65,137.34943766418073,Poor
20,2,2023,0,1,98.36,342.75,24.1,11.16,1.84,15.93,337,2023-02-20,Winter,0,Monday,82.35666666666667,342.75,1.84,132.2263475509577,Very Poor
21,2,2023,0,2,80.8,257.89,16.43,9.43,1.24,16.62,197,2023-02-21,Winter,0,Tuesday,63.73500000000001,257.89,1.24,99.29715257750344,Moderately Polluted
22,2,2023,0,3,72.06,225.64,17.64,7.17,1.28,13.14,198,2023-02-22,Winter,0,Wednesday,56.154999999999994,225.64,1.28,86.85922581971357,Moderately Polluted
23,2,2023,0,4,55.57,206.67,15.28,7.9,0.84,15.67,196,2023-02-23,Winter,0,Thursday,50.32166666666666,206.67,0.84,78.92912755546375,Moderately Polluted
24,2,2023,0,5,53.33,199.38,15.74,8.51,0.88,24.37,157,2023-02-24,Winter,0,Friday,50.36833333333333,199.38,0.88,75.21901127153073,Moderately Polluted
25,2,2023,0,6,69.24,258.06,20.77,11.49,1.06,23.53,212,2023-02-25,Winter,1,Saturday,64.02499999999999,258.06,1.06,97.88987174371003,Poor
26,2,2023,1,7,76.03,278.03,26.81,13.05,1.35,21.95,236,2023-02-26,Winter,1,Sunday,69.53666666666666,278.03,1.35,105.30133649041053,Poor
27,2,2023,0,1,78.51,248.99,21.14,11.85,1.13,23.78,220,2023-02-27,Winter,0,Monday,64.23333333333333,248.99,1.13,94.40169588872156,Poor
28,2,2023,0,2,76.82,248.13,20.74,10.02,0.98,18.37,206,2023-02-28,Winter,0,Tuesday,62.51,248.13,0.98,94.75629161169195,Poor
1,3,2023,0,3,53.83,196.17,16.92,7.87,0.62,36.82,170,2023-03-01,Summer,0,Wednesday,52.038333333333334,196.17,0.62,73.26217179873025,Moderately Polluted
2,3,2023,0,4,50.16,194.52,17.22,9.55,0.7,38.57,175,2023-03-02,Summer,0,Thursday,51.78666666666666,194.52,0.7,72.30320702891862,Moderately Polluted
3,3,2023,0,5,39.39,145.22,11.32,8.96,0.46,43.52,137,2023-03-03,Summer,0,Friday,41.47833333333334,145.22,0.46,53.70350767563201,Moderately Polluted
4,3,2023,0,6,36.45,145.07,11.76,11.91,0.43,44.45,126,2023-03-04,Summer,1,Saturday,41.678333333333335,145.07,0.43,53.30579646404944,Moderately Polluted
5,3,2023,1,7,35.15,127.75,10.0,10.49,0.41,52.29,128,2023-03-05,Summer,1,Sunday,39.348333333333336,127.75,0.41,47.350373352980725,Moderately Polluted
6,3,2023,0,1,40.18,149.61,12.02,11.13,0.5,52.69,129,2023-03-06,Summer,0,Monday,44.355,149.61,0.5,55.20549202751481,Moderately Polluted
7,3,2023,0,2,47.4,181.31,15.67,9.98,0.73,43.35,159,2023-03-07,Summer,0,Tuesday,49.74,181.31,0.73,67.08289677704744,Moderately Polluted
8,3,2023,1,3,50.12,181.45,12.31,13.91,0.9,49.38,154,2023-03-08,Summer,0,Wednesday,51.345,181.45,0.9,66.93650924570238,Moderately Polluted
9,3,2023,0,4,37.3,114.49,10.38,9.79,0.43,54.65,104,2023-03-09,Summer,0,Thursday,37.839999999999996,114.49,0.43,42.65783023080288,Moderately Polluted
10,3,2023,0,5,64.79,242.72,15.71,10.78,0.92,45.41,190,2023-03-10,Summer,0,Friday,63.38833333333332,242.72,0.92,91.02547410844211,Moderately Polluted
11,3,2023,0,6,60.07,242.02,18.0,13.62,0.87,43.94,217,2023-03-11,Summer,1,Saturday,63.08666666666667,242.02,0.87,90.27015579174918,Poor
12,3,2023,1,7,47.92,218.34,21.74,14.95,0.92,48.53,183,2023-03-12,Summer,1,Sunday,58.73333333333333,218.34,0.92,80.40297598140673,Moderately Polluted
13,3,2023,0,1,61.01,284.61,16.59,19.71,1.0,48.47,232,2023-03-13,Summer,0,Monday,71.89833333333333,284.61,1.0,106.51094148803055,Poor
14,3,2023,0,2,57.06,247.96,15.07,15.95,0.87,44.47,228,2023-03-14,Summer,0,Tuesday,63.56333333333333,247.96,0.87,92.6909556896824,Poor
15,3,2023,0,3,61.51,254.11,23.62,17.3,1.02,47.93,197,2023-03-15,Summer,0,Wednesday,67.58166666666666,254.11,1.02,93.92252326607644,Moderately Polluted
16,3,2023,0,4,66.24,251.37,24.83,22.89,0.95,52.54,229,2023-03-16,Summer,0,Thursday,69.80333333333333,251.37,0.95,91.91454458716893,Poor
17,3,2023,0,5,50.83,198.58,21.89,16.68,0.75,47.0,158,2023-03-17,Summer,0,Friday,55.955000000000005,198.58,0.75,72.38631106777027,Moderately Polluted
18,3,2023,0,6,40.51,122.2,17.02,9.73,0.72,37.64,138,2023-03-18,Summer,1,Saturday,37.97,122.2,0.72,44.10264391167495,Moderately Polluted
19,3,2023,1,7,45.8,156.95,18.92,11.37,0.99,33.79,123,2023-03-19,Summer,1,Sunday,44.63666666666668,156.95,0.99,57.28234969575416,Moderately Polluted
20,3,2023,0,1,49.47,174.17,23.02,17.62,0.84,48.81,174,2023-03-20,Summer,0,Monday,52.32166666666666,174.17,0.84,62.578966887179156,Moderately Polluted
21,3,2023,0,2,33.36,98.53,17.16,10.09,0.45,58.29,98,2023-03-21,Summer,0,Tuesday,36.313333333333325,98.53,0.45,36.615028972631805,Satisfactory
22,3,2023,0,3,40.24,153.93,17.03,10.33,0.72,41.36,122,2023-03-22,Summer,0,Wednesday,43.935,153.93,0.72,56.28480247811127,Moderately Polluted
23,3,2023,0,4,60.3,212.75,23.03,19.64,0.89,48.1,177,2023-03-23,Summer,0,Thursday,60.785000000000004,212.75,0.89,77.40835581511857,Moderately Polluted
24,3,2023,0,5,58.47,199.06,44.26,40.2,1.22,71.79,185,2023-03-24,Summer,0,Friday,69.16666666666667,199.06,1.22,67.92604498030683,Moderately Polluted
25,3,2023,0,6,29.67,75.46,25.88,29.63,0.69,91.06,163,2023-03-25,Summer,1,Saturday,42.065,91.06,0.69,34.05244822329226,Moderately Polluted
26,3,2023,1,7,42.63,167.52,24.96,37.87,0.71,97.89,154,2023-03-26,Summer,1,Sunday,61.93,167.52,0.71,60.841453960272844,Moderately Polluted
27,3,2023,0,1,40.53,140.52,20.78,40.18,0.69,97.65,186,2023-03-27,Summer,0,Monday,56.725,140.52,0.69,52.27702545095695,Moderately Polluted
28,3,2023,0,2,48.11,171.35,29.31,40.72,0.83,87.93,178,2023-03-28,Summer,0,Tuesday,63.041666666666664,171.35,0.83,60.132274999925514,Moderately Polluted
29,3,2023,1,3,56.03,211.15,46.71,51.36,1.23,93.62,193,2023-03-29,Summer,0,Wednesday,76.68333333333334,211.15,1.23,72.14925187877326,Moderately Polluted
30,3,2023,0,4,53.09,209.82,28.08,45.17,0.89,114.68,182,2023-03-30,Summer,0,Thursday,75.28833333333333,209.82,0.89,75.9132287329861,Moderately Polluted
31,3,2023,0,5,45.4,46.32,22.18,25.44,0.61,72.83,97,2023-03-31,Summer,0,Friday,35.46333333333334,72.83,0.61,24.918030954846063,Satisfactory
1,4,2023,0,6,35.46,123.23,33.22,32.93,1.01,72.04,279,2023-04-01,Summer,1,Saturday,49.64833333333333,123.23,1.01,42.50185286157143,Poor
2,4,2023,1,7,37.09,147.89,31.07,33.64,1.09,43.04,136,2023-04-02,Summer,1,Sunday,48.97,147.89,1.09,50.61497604464512,Moderately Polluted
3,4,2023,0,1,44.98,167.74,28.57,42.26,0.91,52.05,138,2023-04-03,Summer,0,Monday,56.08500000000001,167.74,0.91,57.617580216458244,Moderately Polluted
4,4,2023,1,2,36.17,114.95,20.85,36.36,0.57,50.29,113,2023-04-04,Summer,0,Tuesday,43.19833333333333,114.95,0.57,39.01634653150736,Moderately Polluted
5,4,2023,0,3,40.38,132.11,22.64,45.71,0.59,51.61,106,2023-04-05,Summer,0,Wednesday,48.84,132.11,0.59,44.80499257895263,Moderately Polluted
6,4,2023,0,4,46.4,131.03,20.26,44.46,0.45,64.31,126,2023-04-06,Summer,0,Thursday,51.151666666666664,131.03,0.45,45.04664401114323,Moderately Polluted
7,4,2023,1,5,40.63,134.36,17.02,45.65,0.54,65.9,112,2023-04-07,Summer,0,Friday,50.68333333333334,134.36,0.54,46.91973856136314,Moderately Polluted
8,4,2023,0,6,50.5,179.93,20.25,55.08,0.69,63.03,161,2023-04-08,Summer,1,Saturday,61.580000000000005,179.93,0.69,62.593294209523755,Moderately Polluted
9,4,2023,1,7,73.4,274.66,30.53,61.71,0.99,49.9,233,2023-04-09,Summer,1,Sunday,81.865,274.66,0.99,97.82188032337143,Poor
10,4,2023,0,1,60.24,224.22,34.8,73.65,0.99,57.63,176,2023-04-10,Summer,0,Monday,75.255,224.22,0.99,77.30606101723203,Moderately Polluted
11,4,2023,0,2,89.73,389.09,49.18,113.4,1.32,40.67,309,2023-04-11,Summer,0,Tuesday,113.89833333333333,389.09,1.32,140.38485864460833,Very Poor
12,4,2023,0,3,55.92,247.67,30.33,76.4,0.87,58.77,224,2023-04-12,Summer,0,Wednesday,78.32666666666665,247.67,0.87,87.02713798963325,Poor
13,4,2023,0,4,77.25,287.26,37.92,93.69,1.06,48.9,248,2023-04-13,Summer,0,Thursday,91.01333333333334,287.26,1.06,101.38381047616365,Poor
14,4,2023,1,5,85.21,302.34,41.73,81.19,1.15,40.19,272,2023-04-14,Summer,0,Friday,91.96833333333332,302.34,1.15,107.58340139941042,Poor
15,4,2023,0,6,84.88,305.15,41.54,89.77,1.19,56.8,279,2023-04-15,Summer,1,Saturday,96.555,305.15,1.19,107.14085061263981,Poor
16,4,2023,1,7,66.54,248.59,48.11,65.77,1.29,32.27,222,2023-04-16,Summer,1,Sunday,77.095,248.59,1.29,87.45971364005258,Poor
17,4,2023,0,1,56.33,263.11,33.76,58.44,0.93,43.69,223,2023-04-17,Summer,0,Monday,76.04333333333334,263.11,0.93,93.98836303855211,Poor
18,4,2023,0,2,91.54,317.65,37.15,72.28,1.19,22.88,230,2023-04-18,Summer,0,Tuesday,90.44833333333334,317.65,1.19,116.0388895873563,Poor
19,4,2023,0,3,86.63,239.58,14.69,54.2,0.53,61.89,241,2023-04-19,Summer,0,Wednesday,76.25333333333333,239.58,0.53,86.02324957048918,Poor
20,4,2023,0,4,47.01,146.07,20.76,47.62,0.63,42.48,151,2023-04-20,Summer,0,Thursday,50.76166666666666,146.07,0.63,50.178667745035504,Moderately Polluted
21,4,2023,0,5,39.82,159.12,19.52,49.52,0.59,76.06,122,2023-04-21,Summer,0,Friday,57.43833333333333,159.12,0.59,56.08665881175903,Moderately Polluted
22,4,2023,1,6,35.33,150.97,12.71,46.52,0.48,104.03,143,2023-04-22,Summer,1,Saturday,58.34,150.97,0.48,57.90844843371302,Moderately Polluted
23,4,2023,1,7,31.18,105.16,11.51,34.84,0.4,93.04,118,2023-04-23,Summer,1,Sunday,46.02166666666667,105.16,0.4,43.18741132166487,Moderately Polluted
24,4,2023,0,1,47.13,208.59,28.26,63.03,0.78,71.98,176,2023-04-24,Summer,0,Monday,69.96166666666666,208.59,0.78,72.54840244048566,Moderately Polluted
25,4,2023,0,2,40.55,169.15,25.81,48.7,0.82,91.36,198,2023-04-25,Summer,0,Tuesday,62.73166666666666,169.15,0.82,60.04934817853286,Moderately Polluted
26,4,2023,0,3,65.63,283.41,51.43,61.84,1.46,88.84,234,2023-04-26,Summer,0,Wednesday,92.10166666666667,283.41,1.46,98.07765360502191,Poor
27,4,2023,0,4,49.55,183.15,43.86,46.01,1.03,81.71,207,2023-04-27,Summer,0,Thursday,67.55166666666666,183.15,1.03,62.18997295920514,Poor
28,4,2023,0,5,44.65,176.63,31.18,43.46,0.99,66.13,128,2023-04-28,Summer,0,Friday,60.50666666666667,176.63,0.99,60.76275196752256,Moderately Polluted
29,4,2023,0,6,58.27,243.75,27.85,17.6,0.83,39.22,209,2023-04-29,Summer,1,Saturday,64.58666666666666,243.75,0.83,89.89450498593709,Poor
30,4,2023,1,7,29.51,108.49,24.61,13.49,0.59,65.07,130,2023-04-30,Summer,1,Sunday,40.29333333333334,108.49,0.59,39.803741365186596,Moderately Polluted
1,5,2023,0,1,26.0,70.05,17.65,12.49,0.59,37.36,84,2023-05-01,Summer,0,Monday,27.356666666666666,70.05,0.59,24.315918791332287,Satisfactory
2,5,2023,0,2,32.12,72.55,15.02,12.38,0.57,45.75,70,2023-05-02,Summer,0,Tuesday,29.731666666666666,72.55,0.57,26.319639371896162,Satisfactory
3,5,2023,0,3,34.71,105.14,15.47,13.66,0.85,37.69,104,2023-05-03,Summer,0,Wednesday,34.586666666666666,105.14,0.85,37.22621047953535,Moderately Polluted
4,5,2023,0,4,66.77,134.46,14.95,13.4,0.83,60.49,217,2023-05-04,Summer,0,Thursday,48.48333333333334,134.46,0.83,49.99342823478569,Poor
5,5,2023,1,5,49.72,213.66,21.39,17.75,1.23,38.94,165,2023-05-05,Summer,0,Friday,57.115,213.66,1.23,78.53708136924874,Moderately Polluted
6,5,2023,0,6,78.99,257.23,17.76,18.95,0.97,31.1,236,2023-05-06,Summer,1,Saturday,67.50000000000001,257.23,0.97,96.65595067040623,Poor
7,5,2023,1,7,50.26,211.98,19.32,19.63,0.78,50.99,192,2023-05-07,Summer,1,Sunday,58.82666666666666,211.98,0.78,77.53362565149824,Moderately Polluted
8,5,2023,0,1,42.7,148.82,22.7,17.29,0.86,44.33,126,2023-05-08,Summer,0,Monday,46.11666666666667,148.82,0.86,52.896735879132144,Moderately Polluted
9,5,2023,0,2,61.0,256.02,14.88,24.99,0.87,67.61,208,2023-05-09,Summer,0,Tuesday,70.895,256.02,0.87,94.36992926774927,Poor
10,5,2023,0,3,69.17,224.55,24.71,28.89,0.73,70.35,184,2023-05-10,Summer,0,Wednesday,69.73333333333333,224.55,0.73,80.53028788391772,Moderately Polluted
11,5,2023,0,4,107.38,316.22,56.76,34.72,1.97,54.94,221,2023-05-11,Summer,0,Thursday,95.33166666666666,316.22,1.97,113.5308357084835,Poor
12,5,2023,0,5,73.77,294.75,57.78,27.74,1.9,62.05,247,2023-05-12,Summer,0,Friday,86.33166666666665,294.75,1.9,105.41582792288199,Poor
13,5,2023,0,6,82.57,329.11,65.13,30.11,1.99,78.84,287,2023-05-13,Summer,1,Saturday,97.95833333333333,329.11,1.99,117.40904674115478,Poor
14,5,2023,1,7,71.19,272.4,48.18,28.33,1.6,73.43,254,2023-05-14,Summer,1,Sunday,82.52166666666666,272.4,1.6,96.88059607922872,Poor
15,5,2023,0,1,42.88,172.64,17.22,22.8,0.82,61.53,148,2023-05-15,Summer,0,Monday,52.98166666666666,172.64,0.82,62.295912680260706,Moderately Polluted
16,5,2023,0,2,168.21,522.8,15.03,25.12,0.87,60.99,270,2023-05-16,Summer,0,Tuesday,132.17,522.8,0.87,200.68803800924456,Poor
17,5,2023,0,3,82.12,337.5,25.86,29.18,1.06,49.67,363,2023-05-17,Summer,0,Wednesday,87.565,337.5,1.06,125.4054333352427,Very Poor
18,5,2023,0,4,41.0,116.13,14.55,19.14,0.8,100.25,251,2023-05-18,Summer,0,Thursday,48.645,116.13,0.8,48.16202933847368,Poor
19,5,2023,0,5,56.72,160.09,13.34,22.65,0.86,71.15,198,2023-05-19,Summer,0,Friday,54.13500000000001,160.09,0.86,58.33766767706779,Moderately Polluted
20,5,2023,0,6,67.76,226.87,14.89,20.31,1.09,19.41,187,2023-05-20,Summer,1,Saturday,58.38833333333333,226.87,1.09,85.5784716892436,Moderately Polluted
21,5,2023,1,7,71.94,263.68,27.99,18.7,1.73,9.38,233,2023-05-21,Summer,1,Sunday,65.57000000000001,263.68,1.73,100.12997952661331,Poor
22,5,2023,0,1,69.33,252.19,28.79,13.44,1.12,32.49,182,2023-05-22,Summer,0,Monday,66.22666666666667,252.19,1.12,93.97549567130073,Moderately Polluted
23,5,2023,0,2,64.81,244.39,23.76,21.24,0.9,46.47,216,2023-05-23,Summer,0,Tuesday,66.92833333333333,244.39,0.9,89.69542182668336,Poor
24,5,2023,0,3,33.53,116.51,22.18,22.08,0.79,46.42,148,2023-05-24,Summer,0,Wednesday,40.251666666666665,116.51,0.79,40.28046743356719,Moderately Polluted
25,5,2023,0,4,31.29,118.29,21.04,21.53,0.76,47.24,80,2023-05-25,Summer,0,Thursday,40.025,118.29,0.76,41.22621047343547,Satisfactory
26,5,2023,1,5,28.98,55.16,24.39,17.12,0.83,52.05,85,2023-05-26,Summer,0,Friday,29.755,55.16,0.83,20.823850508491457,Satisfactory
27,5,2023,0,6,23.45,59.37,27.6,7.1,0.94,44.46,48,2023-05-27,Summer,1,Saturday,27.153333333333332,59.37,0.94,22.093544456846818,Good
28,5,2023,1,7,62.5,198.44,28.48,7.18,1.49,27.44,115,2023-05-28,Summer,1,Sunday,54.255,198.44,1.49,73.81177406078248,Moderately Polluted
29,5,2023,0,1,35.89,98.5,23.58,10.2,0.99,35.94,98,2023-05-29,Summer,0,Monday,34.18333333333333,98.5,0.99,34.44433344784982,Satisfactory
30,5,2023,0,2,28.55,102.42,21.73,10.6,0.84,36.17,102,2023-05-30,Summer,0,Tuesday,33.385,102.42,0.84,36.08638787687124,Moderately Polluted
31,5,2023,0,3,29.05,69.88,18.33,9.76,0.85,26.81,81,2023-05-31,Summer,0,Wednesday,25.779999999999998,69.88,0.85,24.042510684202675,Satisfactory
1,6,2023,0,4,37.58,101.11,20.96,9.46,0.98,28.73,82,2023-06-01,Monsoon,0,Thursday,33.13666666666666,101.11,0.98,35.78391519477245,Satisfactory
2,6,2023,0,5,29.68,83.31,18.62,8.55,0.8,34.12,84,2023-06-02,Monsoon,0,Friday,29.180000000000007,83.31,0.8,29.31636198439363,Satisfactory
3,6,2023,0,6,39.18,127.29,21.02,8.05,0.93,31.07,100,2023-06-03,Monsoon,1,Saturday,37.92333333333334,127.29,0.93,46.003464941965696,Satisfactory
4,6,2023,1,7,56.64,191.71,23.07,7.57,1.06,33.35,152,2023-06-04,Monsoon,1,Sunday,52.23333333333334,191.71,1.06,71.12490834206162,Moderately Polluted
5,6,2023,0,1,48.77,171.74,21.17,7.14,1.0,35.29,148,2023-06-05,Monsoon,0,Monday,47.51833333333334,171.74,1.0,63.35727437845371,Moderately Polluted
6,6,2023,0,2,79.25,115.53,21.95,6.83,0.92,38.8,124,2023-06-06,Monsoon,0,Tuesday,43.879999999999995,115.53,0.92,44.9661090155686,Moderately Polluted
7,6,2023,0,3,67.28,215.29,21.66,6.65,0.84,38.23,187,2023-06-07,Monsoon,0,Wednesday,58.324999999999996,215.29,0.84,80.54956902429709,Moderately Polluted
8,6,2023,0,4,48.02,148.28,23.67,8.29,0.87,45.64,139,2023-06-08,Monsoon,0,Thursday,45.79500000000001,148.28,0.87,53.70762729817805,Moderately Polluted
9,6,2023,0,5,49.97,163.69,22.1,8.79,0.79,38.02,144,2023-06-09,Monsoon,0,Friday,47.22666666666666,163.69,0.79,59.86833442368901,Moderately Polluted
10,6,2023,0,6,45.11,162.95,19.91,8.43,0.65,30.57,136,2023-06-10,Monsoon,1,Saturday,44.60333333333333,162.95,0.65,60.08875258038451,Moderately Polluted
11,6,2023,1,7,36.78,89.39,20.05,8.0,0.66,31.7,117,2023-06-11,Monsoon,1,Sunday,31.096666666666664,89.39,0.66,31.662762145249847,Moderately Polluted
12,6,2023,0,1,73.19,220.74,29.11,7.63,0.63,44.11,176,2023-06-12,Monsoon,0,Monday,62.568333333333335,220.74,0.63,81.78733848626368,Moderately Polluted
13,6,2023,0,2,71.3,273.53,31.54,7.15,0.68,30.65,201,2023-06-13,Monsoon,0,Tuesday,69.14166666666667,273.53,0.68,103.1549412130445,Poor
14,6,2023,0,3,64.72,234.09,28.56,7.12,0.58,29.55,214,2023-06-14,Monsoon,0,Wednesday,60.77,234.09,0.58,87.82796365622967,Poor
15,6,2023,0,4,45.3,153.82,29.78,7.04,0.61,33.3,163,2023-06-15,Monsoon,0,Thursday,44.975,153.82,0.61,55.89606560394032,Moderately Polluted
16,6,2023,0,5,45.95,145.41,33.15,7.61,0.71,28.75,121,2023-06-16,Monsoon,0,Friday,43.59666666666667,145.41,0.71,52.60295758478478,Moderately Polluted
17,6,2023,0,6,46.18,138.89,32.35,9.64,0.8,32.78,138,2023-06-17,Monsoon,1,Saturday,43.44,138.89,0.8,49.62951420274029,Moderately Polluted
18,6,2023,1,7,28.83,73.73,29.92,13.54,0.64,36.03,78,2023-06-18,Monsoon,1,Sunday,30.448333333333334,73.73,0.64,24.826535333523015,Satisfactory
19,6,2023,0,1,23.99,61.81,31.49,16.07,0.65,28.74,62,2023-06-19,Monsoon,0,Monday,27.125,61.81,0.65,20.28633801354991,Satisfactory
20,6,2023,0,2,43.29,115.21,28.66,15.52,0.74,28.51,112,2023-06-20,Monsoon,0,Tuesday,38.655,115.21,0.74,40.14410977964264,Moderately Polluted
21,6,2023,0,3,35.0,103.61,12.09,15.18,0.48,29.35,79,2023-06-21,Monsoon,0,Wednesday,32.61833333333333,103.61,0.48,36.91761499158182,Satisfactory
22,6,2023,0,4,37.45,110.2,12.64,15.26,0.55,24.4,105,2023-06-22,Monsoon,0,Thursday,33.41666666666667,110.2,0.55,39.584846932464785,Moderately Polluted
23,6,2023,0,5,46.09,135.16,12.48,15.29,0.57,24.79,114,2023-06-23,Monsoon,0,Friday,39.063333333333325,135.16,0.57,49.47980018822496,Moderately Polluted
24,6,2023,0,6,50.58,140.16,15.46,15.37,0.73,23.16,143,2023-06-24,Monsoon,1,Saturday,40.910000000000004,140.16,0.73,51.32944651951743,Moderately Polluted
25,6,2023,1,7,20.11,39.07,9.69,15.3,0.44,27.24,67,2023-06-25,Monsoon,1,Sunday,18.641666666666666,39.07,0.44,13.535168143272791,Satisfactory
26,6,2023,0,1,42.97,99.74,12.83,15.42,0.73,31.4,84,2023-06-26,Monsoon,0,Monday,33.84833333333333,99.74,0.73,35.522130238298864,Satisfactory
27,6,2023,0,2,30.14,66.67,11.47,15.37,0.54,40.23,69,2023-06-27,Monsoon,0,Tuesday,27.403333333333336,66.67,0.54,23.808379757275937,Satisfactory
28,6,2023,0,3,34.89,94.81,17.02,15.5,0.58,46.23,79,2023-06-28,Monsoon,0,Wednesday,34.83833333333333,94.81,0.58,33.440906337398616,Satisfactory
29,6,2023,1,4,39.48,93.39,17.74,15.72,0.74,26.77,106,2023-06-29,Monsoon,0,Thursday,32.30666666666667,93.39,0.74,32.54856289710295,Moderately Polluted
30,6,2023,0,5,26.18,55.64,11.83,15.76,0.69,30.35,58,2023-06-30,Monsoon,0,Friday,23.40833333333333,55.64,0.69,18.99171758074205,Satisfactory
1,7,2023,0,6,24.95,43.38,8.89,14.17,0.46,48.07,45,2023-07-01,Monsoon,1,Saturday,23.319999999999997,48.07,0.46,19.14236140083036,Good
2,7,2023,1,7,30.41,63.61,10.87,6.38,0.55,51.87,43,2023-07-02,Monsoon,1,Sunday,27.281666666666666,63.61,0.55,25.903377707678715,Good
3,7,2023,0,1,45.55,117.32,17.77,6.1,0.71,64.58,99,2023-07-03,Monsoon,0,Monday,42.005,117.32,0.71,44.21838565574279,Satisfactory
4,7,2023,0,2,47.58,116.78,18.27,8.41,0.76,43.52,118,2023-07-04,Monsoon,0,Tuesday,39.220000000000006,116.78,0.76,42.35861990197509,Moderately Polluted
